id,title,city,country,company,size_of_company,company_field,date_of_publication,number_of_applicants,type_of_employment,skills,vacancy
48,Data Analyst,Paris,France,Echo Analytics,11-50,"Technology, Information and Internet",2023-05-16,355.0,Hybrid,gcp,data analyst
48,Data Analyst,Paris,France,Echo Analytics,11-50,"Technology, Information and Internet",2023-05-16,355.0,Hybrid,github,data analyst
48,Data Analyst,Paris,France,Echo Analytics,11-50,"Technology, Information and Internet",2023-05-16,355.0,Hybrid,google cloud platform,data analyst
48,Data Analyst,Paris,France,Echo Analytics,11-50,"Technology, Information and Internet",2023-05-16,355.0,Hybrid,jira,data analyst
48,Data Analyst,Paris,France,Echo Analytics,11-50,"Technology, Information and Internet",2023-05-16,355.0,Hybrid,sql,data analyst
48,Data Analyst,Paris,France,Echo Analytics,11-50,"Technology, Information and Internet",2023-05-16,355.0,Hybrid,terraform,data analyst
48,Data Analyst,Paris,France,Echo Analytics,11-50,"Technology, Information and Internet",2023-05-16,355.0,Hybrid,python,data analyst
48,Data Analyst,Paris,France,Echo Analytics,11-50,"Technology, Information and Internet",2023-05-16,355.0,Hybrid,управление проектами,data analyst
49,Data Analyst,,France,Hubble_s,11-50,Information Technology & Services,2023-05-16,438.0,Remote,excel,data analyst
49,Data Analyst,,France,Hubble_s,11-50,Information Technology & Services,2023-05-16,438.0,Remote,power bi,data analyst
49,Data Analyst,,France,Hubble_s,11-50,Information Technology & Services,2023-05-16,438.0,Remote,python,data analyst
49,Data Analyst,,France,Hubble_s,11-50,Information Technology & Services,2023-05-16,438.0,Remote, r ,data analyst
49,Data Analyst,,France,Hubble_s,11-50,Information Technology & Services,2023-05-16,438.0,Remote,sql,data analyst
49,Data Analyst,,France,Hubble_s,11-50,Information Technology & Services,2023-05-16,438.0,Remote,tableau,data analyst
49,Data Analyst,,France,Hubble_s,11-50,Information Technology & Services,2023-05-16,438.0,Remote,data analytics,data analyst
49,Data Analyst,,France,Hubble_s,11-50,Information Technology & Services,2023-05-16,438.0,Remote,visualization,data analyst
50,Analytics Consultant,,Bulgaria,Ebiquity plc,"501-1,000",Advertising Services,2023-05-02,44.0,Remote,excel,analyst
50,Analytics Consultant,,Bulgaria,Ebiquity plc,"501-1,000",Advertising Services,2023-05-02,44.0,Remote,powerpoint,analyst
51,Data Analyst,Brussels,Belgium,Nexeo,201-500,IT Services and IT Consulting,2023-05-09,99.0,Hybrid,excel,data analyst
51,Data Analyst,Brussels,Belgium,Nexeo,201-500,IT Services and IT Consulting,2023-05-09,99.0,Hybrid,sql,data analyst
51,Data Analyst,Brussels,Belgium,Nexeo,201-500,IT Services and IT Consulting,2023-05-09,99.0,Hybrid,tableau,data analyst
51,Data Analyst,Brussels,Belgium,Nexeo,201-500,IT Services and IT Consulting,2023-05-09,99.0,Hybrid,английский язык,data analyst
51,Data Analyst,Brussels,Belgium,Nexeo,201-500,IT Services and IT Consulting,2023-05-09,99.0,Hybrid,французский язык,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,cassandra,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,deep learning,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,etl,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,hadoop,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,hive,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,kafka,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,mongodb,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,power bi,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,spark,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,sql,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,tableau,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,talend,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,python,data analyst
52,Data Analyst F/H,Lille,France,Alteca,"501-1,000",IT Services and IT Consulting,2023-05-09,136.0,Hybrid,scala,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid, ai,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid,bigquery,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid,google analytics,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid,google cloud platform,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid,informatica,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid,looker,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid,power bi,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid,sql,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid,экономика,data analyst
53,Data Analyst,Milan,Italy,GEDI Gruppo Editoriale,"1,001-5,000",Newspaper Publishing,2023-05-16,138.0,Hybrid,математика,data analyst
54,Data Analyst,Egham,United Kingdom,"Royal Holloway, University of London","501-1,000",Higher Education,2023-05-19,38.0,On-site,excel,data analyst
55,Data Analyst,Milan,Italy,Cheil Italia Srl,51-200,Advertising Services,2023-05-16,302.0,Hybrid,statistics,data analyst
55,Data Analyst,Milan,Italy,Cheil Italia Srl,51-200,Advertising Services,2023-05-16,302.0,Hybrid,английский язык,data analyst
55,Data Analyst,Milan,Italy,Cheil Italia Srl,51-200,Advertising Services,2023-05-16,302.0,Hybrid,microsoft excel,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,a/b testing,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,bigquery,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,gcp,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,google cloud platform,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,jupyter,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,looker,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,pandas,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,python,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,sql,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,statistics,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,статистическое моделирование,data analyst
56,Product Data Analyst,Karlstad,Sweden,Storytel,"501-1,000",Entertainment Providers,2023-05-09,42.0,Hybrid,моделирование данных,data analyst
57,Data Analyst,Madrid,Spain,"KRUK España, S.L.U.",201-500,Financial Services,2023-05-02,192.0,Hybrid,excel,data analyst
57,Data Analyst,Madrid,Spain,"KRUK España, S.L.U.",201-500,Financial Services,2023-05-02,192.0,Hybrid,python,data analyst
57,Data Analyst,Madrid,Spain,"KRUK España, S.L.U.",201-500,Financial Services,2023-05-02,192.0,Hybrid,tableau,data analyst
57,Data Analyst,Madrid,Spain,"KRUK España, S.L.U.",201-500,Financial Services,2023-05-02,192.0,Hybrid,аналитические навыки,data analyst
57,Data Analyst,Madrid,Spain,"KRUK España, S.L.U.",201-500,Financial Services,2023-05-02,192.0,Hybrid,sql,data analyst
58,Consultor BI,Barcelona,Spain,Konozca Consulting,11-50,Management Consulting,2023-05-17,86.0,Hybrid,salesforce,другое
58,Consultor BI,Barcelona,Spain,Konozca Consulting,11-50,Management Consulting,2023-05-17,86.0,Hybrid,tableau,другое
58,Consultor BI,Barcelona,Spain,Konozca Consulting,11-50,Management Consulting,2023-05-17,86.0,Hybrid,консультирование,другое
58,Consultor BI,Barcelona,Spain,Konozca Consulting,11-50,Management Consulting,2023-05-17,86.0,Hybrid,анализ бизнес-данных,другое
59,Data Analyst H/F,Roubaix,France,Credit Agricole Consumer Finance,"5,001-10,000",Banking,2023-05-02,164.0,On-site,межличностное общение,data analyst
59,Data Analyst H/F,Roubaix,France,Credit Agricole Consumer Finance,"5,001-10,000",Banking,2023-05-02,164.0,On-site,коммуникабельность,data analyst
60,Statistical Data Analyst,Oxford,United Kingdom,Sport it,1-10,"Technology, Information and Internet",2023-05-20,6.0,Hybrid,,data analyst
61,Data Analyst,,Hungary,Peroptyx,11-50,Information Technology & Services,2023-05-16,177.0,Remote,анализ данных,data analyst
61,Data Analyst,,Hungary,Peroptyx,11-50,Information Technology & Services,2023-05-16,177.0,Remote,аналитические навыки,data analyst
62,Data Analyst,Brussels,Belgium,Expleo Group,"10,001+",IT Services and IT Consulting,2023-05-20,66.0,Hybrid, ai,data analyst
62,Data Analyst,Brussels,Belgium,Expleo Group,"10,001+",IT Services and IT Consulting,2023-05-20,66.0,Hybrid,aws,data analyst
62,Data Analyst,Brussels,Belgium,Expleo Group,"10,001+",IT Services and IT Consulting,2023-05-20,66.0,Hybrid,операционная деятельность,data analyst
62,Data Analyst,Brussels,Belgium,Expleo Group,"10,001+",IT Services and IT Consulting,2023-05-20,66.0,Hybrid,data feeds,data analyst
63,Digital Data Analyst (H/F),Paris,France,Groupe La Centrale,201-500,"Technology, Information and Internet",2023-05-02,70.0,Remote,a/b testing,data analyst
63,Digital Data Analyst (H/F),Paris,France,Groupe La Centrale,201-500,"Technology, Information and Internet",2023-05-02,70.0,Remote,google analytics,data analyst
63,Digital Data Analyst (H/F),Paris,France,Groupe La Centrale,201-500,"Technology, Information and Internet",2023-05-02,70.0,Remote,omniture,data analyst
63,Digital Data Analyst (H/F),Paris,France,Groupe La Centrale,201-500,"Technology, Information and Internet",2023-05-02,70.0,Remote,tableau,data analyst
63,Digital Data Analyst (H/F),Paris,France,Groupe La Centrale,201-500,"Technology, Information and Internet",2023-05-02,70.0,Remote,digital technology,data analyst
63,Digital Data Analyst (H/F),Paris,France,Groupe La Centrale,201-500,"Technology, Information and Internet",2023-05-02,70.0,Remote,аналитические навыки,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,alteryx,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,excel,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,hive,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,power bi,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,powerpoint,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,qlikview,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,sap,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,sql,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,tableau,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,решение задач,data analyst
64,Product Data Analyst,Taibon,Italy,"Stanley Black & Decker, Inc.","10,001+",Manufacturing,2023-05-19,12.0,On-site,коммуникабельность,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,airflow,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,data warehouse,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,dbt,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,elt,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,metabase,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,python,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site, r ,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,segment,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,snowflake,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,sql,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,statistics,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,tableau,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,модели данных,data analyst
65,Data Analyst,Paris,France,Getaround,201-500,Internet Marketplace Platforms,2023-05-16,315.0,On-site,рассмотрение заявок,data analyst
66,Data Analyst,Epsom,United Kingdom,First Place Listings,1-10,"Technology, Information and Internet",2023-05-19,9.0,,excel,data analyst
66,Data Analyst,Epsom,United Kingdom,First Place Listings,1-10,"Technology, Information and Internet",2023-05-19,9.0,,sisense,data analyst
67,"Data Analyst - €60,- per hour - Amsterdam based",Amsterdam,Netherlands,Computer Futures,"501-1,000",IT Services and IT Consulting,2023-05-16,73.0,,data studio,data analyst
67,"Data Analyst - €60,- per hour - Amsterdam based",Amsterdam,Netherlands,Computer Futures,"501-1,000",IT Services and IT Consulting,2023-05-16,73.0,,hadoop,data analyst
67,"Data Analyst - €60,- per hour - Amsterdam based",Amsterdam,Netherlands,Computer Futures,"501-1,000",IT Services and IT Consulting,2023-05-16,73.0,,powerbi,data analyst
67,"Data Analyst - €60,- per hour - Amsterdam based",Amsterdam,Netherlands,Computer Futures,"501-1,000",IT Services and IT Consulting,2023-05-16,73.0,,python,data analyst
67,"Data Analyst - €60,- per hour - Amsterdam based",Amsterdam,Netherlands,Computer Futures,"501-1,000",IT Services and IT Consulting,2023-05-16,73.0,,sql,data analyst
67,"Data Analyst - €60,- per hour - Amsterdam based",Amsterdam,Netherlands,Computer Futures,"501-1,000",IT Services and IT Consulting,2023-05-16,73.0,,tableau,data analyst
67,"Data Analyst - €60,- per hour - Amsterdam based",Amsterdam,Netherlands,Computer Futures,"501-1,000",IT Services and IT Consulting,2023-05-16,73.0,,визуализация данных,data analyst
67,"Data Analyst - €60,- per hour - Amsterdam based",Amsterdam,Netherlands,Computer Futures,"501-1,000",IT Services and IT Consulting,2023-05-16,73.0,,data analytics,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site, ai,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site,dashboard,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site,etl,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site,excel,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site,hadoop,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site,hive,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site,kafka,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site,microstrategy,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site,panorama,data analyst
68,Data Analyst,Spinea,Italy,PAM PANORAMA S.P.A.,201-500,Retail,2023-05-09,105.0,On-site,powerbi,data analyst
